,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
182,"Paul - Skit","Paul Rosenberg",224402,https://open.spotify.com/track/0Uv5Kp8sEnriJjkX4oLfNI
183,"She Got the Best of Me","Luke Combs",224132,https://open.spotify.com/track/698eQRku24PIYPQPHItKlA
184,"ocean eyes","Billie Eilish",224112,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
185,Rise,"Jonas Blue",223962,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
186,"Dark Knight Dummo","Trippie Redd",223954,https://open.spotify.com/track/4apiNNK0jp9uqn3JDG9My1
187,"Ring (feat. Kehlani)","Cardi B",223226,https://open.spotify.com/track/5DfWF0jqMgZDCiu9zJENTA
188,"LOVE. FEAT. ZACARI.","Kendrick Lamar",223110,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
189,"Creeping (feat. Rich the Kid)","Lil Skies",222655,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
190,"Stir Fry",Migos,222437,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
191,"Seasons (feat. Khalid)",6LACK,222019,https://open.spotify.com/track/1AROE0XcC4ySCxXF65mutZ
192,"Nice Guy (with Jessie Reyez)",Eminem,221078,https://open.spotify.com/track/09FfQO3PqHO4HIJL511Ksi
193,"Bank Account","21 Savage",221046,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
194,"My Boy (feat. J. Cole) - Freestyle",Wale,219446,https://open.spotify.com/track/11QvWp3CsEPd0YLE6xKGyx
195,"Ocean (feat. Khalid)","Martin Garrix",217003,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
196,"Playinwitme (feat. Kehlani)",KYLE,216985,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
197,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",216827,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
198,"What's the Use?","Mac Miller",215030,https://open.spotify.com/track/2dgrYdgguVZKeCsrVb9XEs
199,"Rich & Sad","Post Malone",214848,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
200,Africa,Toto,214792,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
