Position,Track Name,Artist,Streams,URL,Day Start Date,Acousticness,Album,Danceability,Duration (ms),Energy,Explicit,Image,Instrumentalness,Key,Liveness,Loudness,Mode,Popularity,Speechiness,Tempo,Time Signature,Valence
100,Never Enough,Loren Allred,293703,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J,2018-01-29,0.423,The Greatest Showman (Original Motion Picture Soundtrack),0.277,207787,0.394,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.0,8,0.0952,-8.903,1,82,0.0336,86.777,3,0.227
101,The Weekend - Funk Wav Remix,SZA,292311,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,2018-01-29,0.495,The Weekend (Funk Wav Remix),0.775,171806,0.573,False,https://i.scdn.co/image/ff66d428466bb47f87d86264bd35b83538d389c2,0.0,11,0.126,-4.933,1,75,0.0585,101.925,4,0.667
102,Too Playa,Migos,290009,https://open.spotify.com/track/4TAifFqlNkBvrycHbWV9Ew,2018-01-29,0.021,Culture II,0.72,312741,0.51,True,https://i.scdn.co/image/dfc7c4f6f238bdd64f37c707e82a9b91cf3a0910,0.0,2,0.0992,-8.16,1,60,0.12,138.021,4,0.0717
103,A Million Dreams,Ziv Zaifman,289990,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z,2018-01-29,0.243,The Greatest Showman (Original Motion Picture Soundtrack),0.265,269453,0.312,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.0,7,0.0893,-11.689,1,82,0.0569,54.747,3,0.0998
104,Échame La Culpa,Luis Fonsi,289068,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,2018-01-29,0.0322,Échame La Culpa,0.724,173720,0.895,False,https://i.scdn.co/image/df806f7b53e0d4404c9b057347f2f9c2dacf6929,0.0,7,0.097,-3.617,1,32,0.0411,96.022,4,0.64
105,Capital Letters,Hailee Steinfeld,286709,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO,2018-01-29,0.0342,"Capital Letters [From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""]",0.672,219387,0.82,False,https://i.scdn.co/image/d0b5256179daca2bdb1f5045737b4aec144ddf5a,6.67e-06,0,0.0921,-5.473,1,24,0.0767,100.069,4,0.463
106,You Make It Easy,Jason Aldean,284751,https://open.spotify.com/track/2ZxTjs4EdJl4Y9YByIiNoo,2018-01-29,0.143,You Make It Easy,0.375,196800,0.574,False,https://i.scdn.co/image/9dc413d06ecf725167c6032e02f3a1c984b3ddc3,0.0,7,0.11,-5.305,1,74,0.0315,132.025,3,0.406
107,Marry Me,Thomas Rhett,282770,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc,2018-01-29,0.113,Life Changes,0.588,205453,0.408,False,https://i.scdn.co/image/91302a72b1f5e845c4ad878cbbc0a22062d72441,0.0,3,0.13,-8.662,1,76,0.0237,85.008,4,0.484
108,What Ifs,Kane Brown,276825,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W,2018-01-29,0.00898,Kane Brown,0.612,188253,0.799,False,https://i.scdn.co/image/cd3bf63e9739f644d41c19bffeaee4feeb0e3c4a,0.0,10,0.172,-4.603,1,77,0.0275,125.976,4,0.687
109,GUMMO,6ix9ine,275971,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1,2018-01-29,0.0485,GUMMO,0.689,157643,0.761,True,https://i.scdn.co/image/51099fe857fc418e326faeb4b1966e17732f7962,0.0,1,0.136,-4.939,1,63,0.13,78.514,4,0.698
110,The Other Side,Hugh Jackman,275654,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr,2018-01-29,0.00433,The Greatest Showman (Original Motion Picture Soundtrack),0.638,214373,0.795,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.00139,0,0.153,-8.45,1,80,0.302,153.99,4,0.31
111,Losin Control,Russ,274573,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d,2018-01-29,0.515,There's Really A Wolf,0.759,237507,0.245,True,https://i.scdn.co/image/7f5511ed5fd0c3d02ae19655a26a9b3ee6937f5b,0.000154,6,0.102,-6.545,1,78,0.138,96.992,4,0.209
112,Ice Tray,Quality Control,274109,https://open.spotify.com/track/3wdfLVUhmX64lIyWIIEW8s,2018-01-29,0.0247,Quality Control: Control The Streets Volume 1,0.889,213613,0.494,True,https://i.scdn.co/image/2a037baaf2b2fe67f354d32c667efb9e1610252b,0.0,8,0.12,-5.578,0,74,0.139,129.968,4,0.24
113,Beast,Migos,267649,https://open.spotify.com/track/5kuxtUHQr23zov47Wn35Of,2018-01-29,0.0256,Culture II,0.892,260224,0.46,True,https://i.scdn.co/image/dfc7c4f6f238bdd64f37c707e82a9b91cf3a0910,0.0,1,0.147,-7.814,1,58,0.0997,136.964,4,0.093
114,Crown the Kings,Migos,264280,https://open.spotify.com/track/2664gDzsUz6oHnSFyfKjcq,2018-01-29,0.0458,Culture II,0.868,229904,0.699,True,https://i.scdn.co/image/dfc7c4f6f238bdd64f37c707e82a9b91cf3a0910,0.0,5,0.166,-6.065,0,56,0.0782,143.042,4,0.372
115,Tip Toe (feat. French Montana),Jason Derulo,263560,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6,2018-01-29,0.0233,Tip Toe (feat. French Montana),0.845,187521,0.709,False,https://i.scdn.co/image/683c33bc586cbc6b91e95c4f08f49e17f969f9e9,0.0,10,0.094,-4.547,0,76,0.0714,98.062,4,0.62
116,Bad and Boujee (feat. Lil Uzi Vert),Migos,261834,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,2018-01-29,0.061,Culture,0.927,343150,0.665,True,https://i.scdn.co/image/4047ff295bb33fc7b24cac467764e014b4803e11,0.0,11,0.123,-5.313,1,78,0.244,127.076,4,0.175
117,White Iverson,Post Malone,261659,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,2018-01-29,0.233,Stoney (Deluxe),0.675,256533,0.562,True,https://i.scdn.co/image/642a2144f2355ff17a0e0b9bb60e5013bafb59d9,0.0,7,0.0816,-7.678,1,81,0.0352,130.098,4,0.309
118,Sensualidad,Bad Bunny,261332,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2018-01-29,0.423,Sensualidad,0.807,297485,0.681,False,https://i.scdn.co/image/2d310d7af249b0938ff92a002dd3133cdd50f757,0.0,11,0.0962,-6.268,1,78,0.0983,140.006,4,0.676
119,Rake It Up,Yo Gotti,260445,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY,2018-01-29,0.022,I Still Am,0.91,276333,0.444,True,https://i.scdn.co/image/ec9ae3373c0d9f0eb847e7306ea1b9e77eaef594,0.0,1,0.137,-8.126,0,74,0.344,149.953,4,0.53
120,Passionfruit,Drake,260245,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,2018-01-29,0.256,More Life,0.809,298941,0.463,True,https://i.scdn.co/image/8f5f72b3aadb8829d740137fd4a217853cdf82b7,0.085,11,0.109,-11.377,1,24,0.0396,111.98,4,0.364
121,24K Magic,Bruno Mars,258691,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2018-01-29,0.034,24K Magic,0.818,225983,0.803,False,https://i.scdn.co/image/63ddbd647a5a4e672da6b6eb29cfc38c985bffca,0.0,1,0.153,-4.282,1,80,0.0797,106.97,4,0.632
122,Say You Won't Let Go,James Arthur,256535,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2018-01-29,0.695,Back from the Edge,0.358,211467,0.557,False,https://i.scdn.co/image/c8637be962e25fe28fc53d9f6d6896b60589aeff,0.0,10,0.0902,-7.398,1,83,0.059,85.043,4,0.494
123,Stay,Zedd,255268,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo,2018-01-29,0.221,Stay +,0.671,210400,0.628,False,https://i.scdn.co/image/6ccfaa8b1842c14797f8a706814afd468472470e,0.0,5,0.114,-5.049,0,56,0.0759,102.037,4,0.537
124,Open It Up,Migos,254326,https://open.spotify.com/track/2LOkdHHNKdEx24cQELBaD8,2018-01-29,0.256,Culture II,0.764,245798,0.854,True,https://i.scdn.co/image/dfc7c4f6f238bdd64f37c707e82a9b91cf3a0910,0.0,10,0.426,-3.875,0,57,0.0651,124.993,4,0.444
125,How Long,Charlie Puth,253995,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi,2018-01-29,0.189,How Long,0.849,198237,0.581,False,https://i.scdn.co/image/7cb8c76a426fe98cb1dc688e72139c20db0e29dd,3.61e-06,1,0.0805,-5.243,0,26,0.0767,110.008,4,0.779
126,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,252704,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg,2018-01-29,0.133,At What Cost,0.728,176702,0.607,True,https://i.scdn.co/image/70d370d4287b37508c2b69aa138eae5d70827e24,0.0,1,0.0864,-8.417,0,74,0.132,129.938,4,0.445
127,Unforgettable,Thomas Rhett,251965,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ,2018-01-29,0.032,Life Changes,0.663,157080,0.738,False,https://i.scdn.co/image/91302a72b1f5e845c4ad878cbbc0a22062d72441,0.000225,7,0.0856,-5.48,1,72,0.0303,130.02,4,0.825
128,Body Like A Back Road,Sam Hunt,250508,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,2018-01-29,0.463,Body Like A Back Road,0.731,165387,0.469,False,https://i.scdn.co/image/b12ffd9b8cb9abf936c1ef1c3c54e33df4f6dd71,1.04e-06,5,0.103,-7.226,1,79,0.0326,98.963,4,0.631
129,Mask Off,Future,249958,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx,2018-01-29,0.0102,FUTURE,0.833,204600,0.434,True,https://i.scdn.co/image/6b311ec6e3d6999a14e7d1ea8841d00226c292c6,0.0219,2,0.165,-8.795,1,81,0.431,150.062,4,0.281
130,Ghostface Killers,21 Savage,249917,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub,2018-01-29,0.331,Without Warning,0.782,268933,0.436,True,https://i.scdn.co/image/6f99ad07ebbfdc7667c6c18567349179c7200d76,1.3e-05,2,0.342,-7.033,1,76,0.155,82.994,4,0.243
131,Attention,Charlie Puth,248497,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2018-01-29,0.0969,Attention,0.774,211475,0.626,False,https://i.scdn.co/image/b5ab3ac1e2ae84b25a44c477fc7d3f28a5715ea6,3.12e-05,3,0.0848,-4.432,0,30,0.0432,100.041,4,0.777
132,Spotlight,Marshmello,245811,https://open.spotify.com/track/6VrCmhRBFnuGKmtNfk4jDs,2018-01-29,0.0145,Spotlight,0.546,177600,0.822,False,https://i.scdn.co/image/55ba5e2f42557e1f8908ad1a8f5b9cc9fefa91ad,0.0,7,0.742,-4.483,1,77,0.151,150.06,4,0.615
133,Issues,Julia Michaels,245727,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0,2018-01-29,0.401,Nervous System,0.728,176320,0.415,False,https://i.scdn.co/image/91efdfe9321af7589d8c01f2e382cbce349ea372,0.0,8,0.0616,-6.852,1,75,0.0639,114.145,4,0.455
134,Magnolia,Playboi Carti,245474,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl,2018-01-29,0.0113,Playboi Carti,0.791,181812,0.581,True,https://i.scdn.co/image/e5b4319de870de7b1c6837de4725cea1a98b90ec,0.0,11,0.35,-7.323,0,77,0.286,162.99,4,0.438
135,Designer,Lil Pump,244575,https://open.spotify.com/track/1LXbv9jiTtdBdHadZ317Gt,2018-01-29,0.205,Designer,0.864,144560,0.484,True,https://i.scdn.co/image/ba9bc87762eb190ef7875ff24c9a84be93f1d572,0.0,6,0.248,-9.159,0,66,0.344,160.052,4,0.534
136,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,244133,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,2018-01-29,0.194,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",0.653,210773,0.809,False,https://i.scdn.co/image/6e4e360e10a4382fdedeca2ea14dd7c754811307,0.0,0,0.165,-4.057,1,85,0.0474,92.213,4,0.55
137,Greatest Love Story,LANCO,243767,https://open.spotify.com/track/2yQZwi1P8AkkxxFhQ8rMEK,2018-01-29,0.401,Hallelujah Nights,0.671,222573,0.617,False,https://i.scdn.co/image/29708ea42674dab9c915056c3bf82188092cc8d8,0.0,10,0.119,-8.72,1,74,0.0561,147.986,4,0.62
138,Relationship (feat. Future),Young Thug,240998,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg,2018-01-29,0.00252,Beautiful Thugger Girls,0.842,215307,0.597,True,https://i.scdn.co/image/3d680debfbef703f9c16d30ab6d22c235eb74fa6,0.0,2,0.124,-6.336,1,76,0.0627,145.992,4,0.298
139,Despacito - Remix,Luis Fonsi,240402,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2018-01-29,0.229,Despacito Feat. Justin Bieber (Remix),0.694,228827,0.815,False,https://i.scdn.co/image/b923e1b7bb8130e96a0a50d5935c9d35af2b5a9d,0.0,2,0.0924,-4.328,1,33,0.12,88.931,4,0.813
140,Everybody Dies In Their Nightmares,XXXTENTACION,240339,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,2018-01-29,0.847,17,0.734,95467,0.57,True,https://i.scdn.co/image/46bc351f18dbb3dddcf451fa962737c3a2aff0ff,2.14e-05,7,0.112,-7.066,0,86,0.133,129.953,4,0.689
141,It's A Vibe,2 Chainz,237907,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6,2018-01-29,0.0317,Pretty Girls Like Trap Music,0.822,210200,0.505,True,https://i.scdn.co/image/19c7c77d62f91b42d479042285aeffa49f5b5037,0.000911,7,0.114,-7.384,1,76,0.147,73.003,4,0.523
142,Saved,Khalid,236700,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU,2018-01-29,0.189,American Teen,0.739,206533,0.448,False,https://i.scdn.co/image/3f2cc8df9f891830695c00446ce86bd892e60886,0.0,10,0.118,-10.28,0,78,0.138,81.044,4,0.553
143,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,236346,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD,2018-01-29,0.15,Dark Knight Dummo (Feat. Travis Scott),0.379,256163,0.824,True,https://i.scdn.co/image/90c12589064ff31bec49147d91ca0c28f6ef8567,0.0,8,0.138,-2.881,0,75,0.0975,121.056,4,0.226
144,Sauce It Up,Lil Uzi Vert,234708,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5,2018-01-29,0.0715,Luv Is Rage 2,0.813,207039,0.528,True,https://i.scdn.co/image/ead73f726959b82d78c41d28ca41edfef92b1c87,0.0,6,0.125,-6.305,0,74,0.313,79.532,4,0.131
145,Flooded,Migos,234008,https://open.spotify.com/track/7eTyfz4GA647lpSA3PCRyl,2018-01-29,0.00823,Culture II,0.95,270213,0.512,True,https://i.scdn.co/image/dfc7c4f6f238bdd64f37c707e82a9b91cf3a0910,0.0,10,0.116,-6.712,0,54,0.402,135.076,4,0.323
146,Bounce Back,Big Sean,233217,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,2018-01-29,0.105,I Decided.,0.77,222360,0.567,True,https://i.scdn.co/image/d2fdf6b4ea3ea023509ec858ceafdbbf20c67611,0.0,2,0.125,-5.698,1,78,0.175,81.477,4,0.26
147,No Role Modelz,J. Cole,232494,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,2018-01-29,0.302,2014 Forest Hills Drive,0.696,292987,0.521,True,https://i.scdn.co/image/176606ea8b00ee668e47de155c95a6fc1418bad6,0.0,10,0.0565,-8.465,0,81,0.332,100.0,4,0.458
148,Strip That Down,Liam Payne,232121,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,2018-01-29,0.246,Strip That Down,0.869,204502,0.485,False,https://i.scdn.co/image/978fbc15d3eea96ec902061a305880abdcd0465c,0.0,6,0.0765,-5.595,1,25,0.0545,106.028,4,0.527
149,do re mi,blackbear,231474,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY,2018-01-29,0.00419,digital druglord,0.742,212027,0.599,True,https://i.scdn.co/image/8eea0dd856fda2d20d00ada8d038003621b108ad,1.02e-05,8,0.126,-6.256,1,79,0.0465,110.977,3,0.154
150,iSpy (feat. Lil Yachty),KYLE,231267,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,2018-01-29,0.378,iSpy (feat. Lil Yachty),0.746,253107,0.653,True,https://i.scdn.co/image/f16a925a9d2ac7f03e1fcbc226b740af06d5d65b,0.0,7,0.229,-6.745,1,77,0.289,75.016,4,0.672
151,I Like Me Better,Lauv,229412,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,2018-01-29,0.535,I Like Me Better,0.752,197437,0.505,False,https://i.scdn.co/image/a027cb3b321afbe699ebed8fbc6cf8bbb4d0f1bb,2.55e-06,9,0.104,-7.621,1,86,0.253,91.97,4,0.419
152,PRBLMS,6LACK,228590,https://open.spotify.com/track/4AtZRwSR8BOTTQg5ihSggt,2018-01-29,0.0307,FREE 6LACK,0.417,246773,0.58,True,https://i.scdn.co/image/9dce9e7b8358ba80c102fc31a9c8bb7d119a0936,1.45e-06,9,0.179,-4.574,1,75,0.207,68.58,5,0.139
153,Sucker for You,Matt Terry,226309,https://open.spotify.com/track/4vkVvmjIiQibQ6zJnC1Q9z,2018-01-29,0.218,Trouble,0.874,203813,0.649,False,https://i.scdn.co/image/e8f20024712ef290ad4848a9a92280e26fe5016f,0.0,0,0.337,-4.385,1,59,0.0833,95.004,4,0.712
154,Transportin',Kodak Black,225121,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn,2018-01-29,0.0319,Project Baby 2,0.804,169345,0.66,True,https://i.scdn.co/image/3d461dd2722e109db7e55b69ab8cd6fbfd6041b0,0.0,10,0.103,-4.86,0,74,0.0726,94.053,4,0.257
155,Yours,Russell Dickerson,224280,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF,2018-01-29,0.119,Yours,0.555,216960,0.722,False,https://i.scdn.co/image/042536d4b95d8345dcff50983f2ec298c519399c,0.0,11,0.0861,-6.005,1,74,0.034,134.058,4,0.559
156,Saint,Huncho Jack,224270,https://open.spotify.com/track/7foypmc7KZyU716Yv63BPe,2018-01-29,0.00823,"Huncho Jack, Jack Huncho",0.857,140793,0.642,True,https://i.scdn.co/image/7f7752d5f3b82c988cd7ad0a57bf413fc9f46d15,0.0,0,0.106,-3.656,1,73,0.0588,150.06,4,0.0658
157,Come Alive,Hugh Jackman,224064,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g,2018-01-29,0.00558,The Greatest Showman (Original Motion Picture Soundtrack),0.702,225933,0.77,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.000802,7,0.211,-9.411,1,78,0.128,118.034,4,0.235
158,Movin' Too Fast,Migos,223765,https://open.spotify.com/track/5B3I6RdYli0nmeS5IR4CcB,2018-01-29,0.141,Culture II,0.873,263983,0.577,True,https://i.scdn.co/image/dfc7c4f6f238bdd64f37c707e82a9b91cf3a0910,0.0,1,0.0785,-7.264,0,57,0.188,131.066,4,0.183
159,Fake Love,Drake,222980,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2018-01-29,0.108,More Life,0.927,210937,0.488,True,https://i.scdn.co/image/3acc34a1f6b494f2a00ff916c54d6bc63fb7b0dc,0.0,9,0.196,-9.433,0,76,0.42,133.987,4,0.605
160,Made Men,Migos,222783,https://open.spotify.com/track/3XAWpSxJMPeIwxXc5g9en1,2018-01-29,0.34,Culture II,0.82,288024,0.724,True,https://i.scdn.co/image/dfc7c4f6f238bdd64f37c707e82a9b91cf3a0910,0.0,5,0.23,-3.448,1,58,0.0435,154.965,4,0.279
161,Real Friends,Camila Cabello,221392,https://open.spotify.com/track/3iq9nhbI8fcnNamxMft1uv,2018-01-29,0.839,Camila,0.726,214387,0.304,False,https://i.scdn.co/image/ac7215afbceb58c8a7f3713eaf9d00ff3d959779,0.0,3,0.0853,-8.677,1,68,0.131,91.97,4,0.813
162,Tunnel Vision,Kodak Black,220529,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,2018-01-29,0.0576,Painting Pictures,0.497,268187,0.489,True,https://i.scdn.co/image/482b2cb28d0f20ad28357429045a5ff5bb6ed42c,9.91e-05,11,0.122,-7.724,0,76,0.294,171.853,4,0.231
163,i Shyne,Carnage,220241,https://open.spotify.com/track/0AcHbiMs86CCgprvc7E1gs,2018-01-29,0.175,i Shyne,0.776,153351,0.732,True,https://i.scdn.co/image/1221c92ff973e35270ae36d7ec6bd5783a4190f5,0.0,8,0.364,-3.719,1,57,0.081,144.076,4,0.383
164,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,219375,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC,2018-01-29,0.0188,"For You (Fifty Shades Freed) [From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""]",0.483,244293,0.799,False,https://i.scdn.co/image/f74cbd82140afe2ac5bded5b08518b4025743519,0.0,2,0.226,-4.567,0,22,0.0366,112.946,4,0.171
165,From Now On,Hugh Jackman,217316,https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO,2018-01-29,0.00483,The Greatest Showman (Original Motion Picture Soundtrack),0.516,349560,0.518,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.00895,4,0.585,-10.383,1,79,0.04,108.027,4,0.0834
166,Love Scars,Trippie Redd,214806,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z,2018-01-29,0.000404,A Love Letter To You,0.659,143969,0.614,True,https://i.scdn.co/image/32b7711db3ac1d777682faba248f3471abaa7519,0.0,9,0.123,-7.32,0,77,0.0541,119.405,4,0.26
167,Dusk Till Dawn - Radio Edit,ZAYN,213517,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,2018-01-29,0.101,Dusk Till Dawn (Radio Edit),0.258,239000,0.437,False,https://i.scdn.co/image/492de7f87c8a94d7af46a332eb3688a41f1e0b0d,1.27e-06,11,0.106,-6.593,0,83,0.039,180.043,4,0.0967
168,When It Rains It Pours,Luke Combs,211692,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,2018-01-29,0.013,This One's for You,0.551,240760,0.801,False,https://i.scdn.co/image/5c0ada5a112a83c0673bb4c368dbc14cbcb869ee,6.03e-06,6,0.265,-5.069,1,77,0.0303,128.027,4,0.625
169,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,209935,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,2018-01-29,0.0552,Grateful,0.609,288600,0.668,True,https://i.scdn.co/image/f26e40fe6fd640f3106487566233e0f364b9dcb7,0.0,7,0.167,-4.284,1,77,0.0367,80.924,4,0.811
170,Starboy,The Weeknd,208399,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2018-01-29,0.165,Starboy,0.681,230453,0.594,True,https://i.scdn.co/image/4816c45ce6ef1e45df6a84784d2123595f787182,3.49e-06,7,0.134,-7.028,1,25,0.282,186.054,4,0.535
171,Work Hard,Migos,208015,https://open.spotify.com/track/5UzUZULhZL8bW4BqI1ZNOF,2018-01-29,0.0399,Culture II,0.8,317881,0.68,True,https://i.scdn.co/image/dfc7c4f6f238bdd64f37c707e82a9b91cf3a0910,0.0,8,0.136,-5.361,0,56,0.0616,147.99,4,0.341
172,Die For You,The Weeknd,207738,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3,2018-01-29,0.111,Starboy,0.586,260253,0.525,False,https://i.scdn.co/image/95820482c78fe1d7513d0adbca758764a0fb75b4,0.0,1,0.134,-7.163,0,66,0.0615,133.629,4,0.508
173,Don't,Bryson Tiller,207092,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,2018-01-29,0.222,T R A P S O U L,0.765,198293,0.356,True,https://i.scdn.co/image/1cf60549eeb679705e13c528cfde5e8f6925ec8e,0.0,11,0.0963,-5.556,0,78,0.196,97.001,4,0.19
174,T-Shirt,Migos,206931,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,2018-01-29,0.242,Culture,0.865,242407,0.687,True,https://i.scdn.co/image/4047ff295bb33fc7b24cac467764e014b4803e11,0.0,10,0.158,-3.744,0,74,0.217,139.023,4,0.486
175,Written in the Sand,Old Dominion,206909,https://open.spotify.com/track/2A69wys3S9uiPSmn6UZWJn,2018-01-29,0.593,Happy Endings,0.725,184080,0.437,False,https://i.scdn.co/image/c1bbbd32500602b2a95dcfb95598baca9570813c,0.0,6,0.0842,-9.602,1,74,0.0575,83.985,4,0.759
176,The Race,Tay-K,206232,https://open.spotify.com/track/3wGXyJGsCf1myH5MooQIqE,2018-01-29,0.00266,#SantanaWorld (+),0.766,140000,0.606,True,https://i.scdn.co/image/d59ada57bde5e2227d57351a494dc272cb315146,0.0,9,0.166,-6.064,1,76,0.456,160.223,4,0.352
177,Anywhere,Rita Ora,206220,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2,2018-01-29,0.0364,Anywhere,0.628,215064,0.797,False,https://i.scdn.co/image/5d3cb7b942ab96ae45076b1139721923b68e5d24,0.0,11,0.104,-3.953,0,79,0.0596,106.93,4,0.321
178,Take Back Home Girl (Feat. Tori Kelly),Chris Lane,204200,https://open.spotify.com/track/4fv0mLkB3wY4Z2GAG1mWAN,2018-01-29,0.381,Take Back Home,0.494,211427,0.796,False,https://i.scdn.co/image/254e705cece7e61d72c93fef4d976602bd90b22d,0.0,11,0.0918,-3.968,1,19,0.0738,159.926,4,0.646
179,Heaven,Kane Brown,203706,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7,2018-01-29,0.263,Kane Brown (Deluxe Edition),0.677,179507,0.556,False,https://i.scdn.co/image/e60f5a73fb984a6af3a117fdab0bf47d1c518bd9,0.0,9,0.105,-6.544,1,79,0.0306,80.009,4,0.521
180,wokeuplikethis*,Playboi Carti,202458,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt,2018-01-29,0.0138,Playboi Carti,0.785,235535,0.62,True,https://i.scdn.co/image/e5b4319de870de7b1c6837de4725cea1a98b90ec,0.0,8,0.15,-6.668,1,75,0.254,78.476,4,0.478
181,Filthy,Justin Timberlake,202230,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL,2018-01-29,0.0354,Filthy,0.745,293947,0.579,False,https://i.scdn.co/image/44f5f3de056abb2dc2b6364a0a6752933838bebd,0.0118,1,0.246,-5.771,1,58,0.138,97.002,4,0.645
182,One Dance,Drake,201976,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2018-01-29,0.00784,Views,0.791,173987,0.619,False,https://i.scdn.co/image/b48b1b7e56f424818f2e8df537c3b692740f100b,0.00423,1,0.351,-5.886,1,28,0.0532,103.989,4,0.371
183,Something Just Like This,The Chainsmokers,201334,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2018-01-29,0.0498,Memories...Do Not Open,0.617,247160,0.635,False,https://i.scdn.co/image/ec1d389f4b448463b81513c0c5d5e1f6c34faa63,1.44e-05,11,0.164,-6.769,0,82,0.0317,103.019,4,0.446
184,Exchange,Bryson Tiller,200497,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,2018-01-29,0.108,T R A P S O U L,0.53,194613,0.433,True,https://i.scdn.co/image/1cf60549eeb679705e13c528cfde5e8f6925ec8e,0.0,6,0.135,-10.598,1,79,0.185,160.14,4,0.274
