,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
40,"rockstar (feat. 21 Savage)","Post Malone",449410,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
41,"FEFE (feat. Nicki Minaj, Murda Beatz)",6ix9ine,443906,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK
42,"Yes Indeed","Lil Baby",441768,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
43,"Nuketown (feat. Juice WRLD)","Ski Mask The Slump God",438869,https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9
44,lovely,"Billie Eilish",434018,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
45,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",433060,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
46,YOSEMITE,"Travis Scott",428812,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
47,"Psycho (feat. Ty Dolla $ign)","Post Malone",427659,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
48,"God's Plan",Drake,423758,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
49,"I Fall Apart","Post Malone",413886,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
50,"Fine China",Future,401629,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN
51,"Never Recover (Lil Baby & Gunna, Drake)","Lil Baby",391237,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ
52,idontwannabeyouanymore,"Billie Eilish",385677,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu
53,Topanga,"Trippie Redd",383244,https://open.spotify.com/track/5aXgz1oKK8Q9z9xvTmSnrO
54,"Solo de Mi","Bad Bunny",377742,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
55,"Calling My Spirit","Kodak Black",377499,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5
56,"Space Cadet (feat. Gunna)","Metro Boomin",377158,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz
57,"In My Feelings",Drake,374804,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
58,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,374099,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
59,"Roses (with Juice WRLD feat. Brendon Urie)","benny blanco",369239,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47
60,Splashin,"Rich The Kid",368762,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb
61,"Demons and Angels (feat. Juice WRLD)","A Boogie Wit da Hoodie",367696,https://open.spotify.com/track/3L19besdNQzd342qL78xqm
62,"All Girls Are The Same","Juice WRLD",366792,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
63,"Look Alive (feat. Drake)","BlocBoy JB",348199,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
64,"Sweet but Psycho","Ava Max",347511,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
65,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",347300,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
66,Youngblood,"5 Seconds of Summer",344272,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
67,"No Stylist","French Montana",342931,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
68,"10 Freaky Girls (with 21 Savage)","Metro Boomin",340765,https://open.spotify.com/track/0AluA5RNsa4Cx6XRhf2hWZ
69,"Beautiful (feat. Camila Cabello)",Bazzi,340505,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
70,changes,XXXTENTACION,339845,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
71,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",334158,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
72,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,330809,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
73,"Lean Wit Me","Juice WRLD",330104,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
74,Noticed,"Lil Mosey",327622,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
75,Shallow,"Lady Gaga",325865,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
76,breathin,"Ariana Grande",321700,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
77,"Falling Down - Bonus Track","Lil Peep",319386,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
78,"can't leave without it","21 Savage",309746,https://open.spotify.com/track/0hPLZrnDgtKxrym1BHjDhd
79,"Ric Flair Drip (& Metro Boomin)",Offset,306865,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
80,"Pure Cocaine","Lil Baby",304547,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v
81,"Best Part",H.E.R.,304047,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
82,"XO TOUR Llif3","Lil Uzi Vert",300741,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
83,"no tears left to cry","Ariana Grande",295779,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
84,"Nice For What",Drake,293745,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
85,"Bohemian Rhapsody - Remastered 2011",Queen,293127,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
86,"Girls Like You (feat. Cardi B)","Maroon 5",293042,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
87,"1400 / 999 Freestyle","Trippie Redd",291944,https://open.spotify.com/track/75lcPkAkUsKWHGBlGM476R
88,"I Love It (& Lil Pump)","Kanye West",291163,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
89,Congratulations,"Post Malone",288603,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
90,"Project Dreams",Marshmello,288388,https://open.spotify.com/track/0PowxVSTY2uh1CPc8EPKyX
91,"Everybody Dies In Their Nightmares",XXXTENTACION,285323,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
92,"TIC TOC (feat. Lil Baby)",6ix9ine,284533,https://open.spotify.com/track/4m5Cd9kAbIxg6t9sMrQWtk
93,"God is a woman","Ariana Grande",282569,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
94,"Bad Liar","Imagine Dragons",280929,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
95,"MoshPit (feat. Juice WRLD)","Kodak Black",280313,https://open.spotify.com/track/4KX8vXbouybtUptEyYxtIk
96,"Love Lies (with Normani)",Khalid,279978,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
97,STARGAZING,"Travis Scott",278391,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
98,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",273384,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
99,"MAMA (feat. Nicki Minaj, Kanye West)",6ix9ine,269821,https://open.spotify.com/track/1oJ8EDr2pv94IvSd6ZmDgo
100,"Plug Walk","Rich The Kid",268037,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
101,"ocean eyes","Billie Eilish",267828,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
102,Speechless,"Dan + Shay",266795,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
103,Natural,"Imagine Dragons",265737,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
104,"Lucky You (feat. Joyner Lucas)",Eminem,265040,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
105,"Ruin My Life","Zara Larsson",263006,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
106,bellyache,"Billie Eilish",262189,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
107,"Candy Paint","Post Malone",258205,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
108,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","Nicki Minaj",257673,https://open.spotify.com/track/4Uy3kNxW2kB8AEoXljEcth
109,"Hide (feat. Seezyn)","Juice WRLD",257228,https://open.spotify.com/track/6rz0dTA0PdhXImFV5EjM0w
110,"I Like Me Better",Lauv,256421,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
111,Mine,Bazzi,256022,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
112,"Be Alright","Dean Lewis",255473,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
113,goosebumps,"Travis Scott",254395,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
114,Trip,"Ella Mai",252105,https://open.spotify.com/track/6CTWathupIiDs7U4InHnDA
115,Lust,"Lil Skies",248306,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
116,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",246726,https://open.spotify.com/track/1a7WZZZH7LzyvorhpOJFTe
117,1.5,"21 Savage",245470,https://open.spotify.com/track/2wOXxtHZgRkkrkEbKLzzqs
118,"Te Boté - Remix","Nio Garcia",243993,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
119,"New Patek","Lil Uzi Vert",243499,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud
120,"NI BIEN NI MAL","Bad Bunny",243162,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
121,Uproar,"Lil Wayne",243005,https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk
122,"Beautiful Crazy","Luke Combs",242583,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
123,"Young Dumb & Broke",Khalid,242232,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
124,asmr,"21 Savage",241380,https://open.spotify.com/track/2QgfDF0fQ4sskDthP8MG5w
125,Tequila,"Dan + Shay",240889,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
126,HUMBLE.,"Kendrick Lamar",240704,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
127,"Faucet Failure","Ski Mask The Slump God",238220,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
128,"Look At Me!",XXXTENTACION,238133,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
129,"Don't Come Out The House (with 21 Savage)","Metro Boomin",237729,https://open.spotify.com/track/2Grb4G6t9VIqo6moKUloom
130,"Murder On My Mind","YNW Melly",234499,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
131,"ball w/o you","21 Savage",234278,https://open.spotify.com/track/50a8bKqlwDEqeiEknrzkTO
132,"WORKIN ME",Quavo,233641,https://open.spotify.com/track/4MAsYGSgxsaj73dC2lvFC4
133,Hope,XXXTENTACION,231689,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
134,"Nowadays (feat. Landon Cube)","Lil Skies",231074,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
135,"REEL IT IN",Aminé,227858,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY
136,"Walk It Talk It",Migos,226043,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
137,"All The Stars (with SZA)","Kendrick Lamar",223880,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
138,Location,Khalid,223623,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
139,"The Middle",Zedd,221650,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
140,"WAKA (feat. A Boogie Wit da Hoodie)",6ix9ine,220155,https://open.spotify.com/track/6o79O9qBP3OAkWOXajAQIS
141,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",219009,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
142,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",218371,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
143,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,217000,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
144,Walk,Comethazine,216650,https://open.spotify.com/track/21kOVEG3bDCVphKhXL8XmQ
145,"This Feeling","The Chainsmokers",216390,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
146,"Taking A Walk","Trippie Redd",215493,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
147,OTW,Khalid,215345,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
148,"Black & White","Juice WRLD",214903,https://open.spotify.com/track/1fCeXjoRExPP2qwSBh2aST
149,Legends,"Juice WRLD",214000,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
150,"BUTTERFLY EFFECT","Travis Scott",212348,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
151,"200 MPH","Bad Bunny",212277,https://open.spotify.com/track/5jGUJXnELDaDTgiRjD9lsg
152,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",211373,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
153,Thunder,"Imagine Dragons",209114,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
154,"Envy Me",Calboy,206860,https://open.spotify.com/track/6ymTp1jOINm0UURUZ2h603
155,"I'm a Mess","Bebe Rexha",206522,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
156,"Bank Account","21 Savage",206478,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
157,"Call Out My Name","The Weeknd",206428,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
158,"break da law","21 Savage",206299,https://open.spotify.com/track/5ZSIExfQuVv69tw5Qw3yDl
159,Kamikaze,"Lil Mosey",206164,https://open.spotify.com/track/1iPBD72u3nAyFEeardYuBV
160,"Bodak Yellow","Cardi B",205776,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
161,"Foot Fungus","Ski Mask The Slump God",204107,https://open.spotify.com/track/3EikYy40GMSp8l5mDV6IQo
162,"Red Roses (feat. Landon Cube)","Lil Skies",203218,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
163,"SLOW DANCING IN THE DARK",Joji,203189,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
164,"gun smoke","21 Savage",202165,https://open.spotify.com/track/4f1XXGjZZ9EkFkrbPJek6X
165,Believer,"Imagine Dragons",201865,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
166,JAPAN,"Famous Dex",200727,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
167,Trampoline,SHAED,200192,https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk
168,"out for the night","21 Savage",200131,https://open.spotify.com/track/0ZKKJTv21zJpNrKiL0LYyV
169,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",198870,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
170,"you should see me in a crown","Billie Eilish",198529,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
171,"Let You Down",NF,198191,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
172,"Close Friends (Lil Baby & Gunna)","Lil Baby",196097,https://open.spotify.com/track/5nzhL67GpF9szXWg5y509A
173,"FeRRis WhEEL (feat. Trippie Redd)","Tory Lanez",193952,https://open.spotify.com/track/6j97zG4DDrh3oUa6rZbFOs
174,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",193490,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
175,"Bounce Out With That","YBN Nahmir",193002,https://open.spotify.com/track/5gQcxYXqnofyocKgEbGYKt
176,Heaven,"Kane Brown",192529,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
177,"Ball For Me (feat. Nicki Minaj)","Post Malone",191331,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
178,"Stir Fry",Migos,191132,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
179,"come out and play","Billie Eilish",191042,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4
180,"Say You Won't Let Go","James Arthur",190956,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
181,Havana,"Camila Cabello",190715,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
182,"my boy","Billie Eilish",190563,https://open.spotify.com/track/0FQhAHyHGsrbSHvDURmFPn
183,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",190132,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
184,"Scared of the Dark (feat. XXXTENTACION)","Lil Wayne",190104,https://open.spotify.com/track/3vWzyGTu6Ovo1GdrcJqH6e
185,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",188725,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
186,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",188462,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
187,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",187715,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
188,a&t,"21 Savage",184396,https://open.spotify.com/track/6ho88pvz4c8WCSFbdVXNia
189,"Body (feat. brando)","Loud Luxury",184197,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
190,"Uptown Vibes (feat. Fabolous & Anuel AA)","Meek Mill",182507,https://open.spotify.com/track/2tnlNVAhuQGgoFJxALVeXx
191,"Calma - Remix","Pedro Capó",182472,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
192,"Hurts Like Hell (feat. Offset)","Madison Beer",181842,https://open.spotify.com/track/3WefHNGtjexZvi66ZEx9u4
193,Caro,"Bad Bunny",181447,https://open.spotify.com/track/6it15CsDlkqB7N4lF0C1qM
194,"Don't Stop Me Now - Remastered",Queen,181020,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
195,"No Role Modelz","J. Cole",180893,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
196,"In My Head","Peter Manos",180556,https://open.spotify.com/track/1tT55K6VEyO6XFDxK4lDQe
197,"Jackie Chan",Tiësto,180134,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
198,1-800-273-8255,Logic,179555,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
199,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne",179530,https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8
200,"Happy Now (feat. Sandro Cavazza)",Kygo,177948,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
